"Sdlg","Species","Fire","FirePatch","Ht16_meas2016.cm","Ht2017.cm.fall","Patch","Elevation","Nearby_Easting","Nearby_Northing","Slope.Deg","Aspect.deg","BasDia2016.cm","LastYearGrth.cm","HTLCB","Dia_at_2016_growth","Dia_at_2015_growth","Ht2015.meas2016","Note1_2016","Note2_2016","Note3_Light","Datasheet1_2016","Light_File","DIFN","return","Date1_2016","Date2_2016","personel2","personel1","Time1","Time2","Photo","Datasheet2_2016","ShrubSpp03","Cov1","Ht1","Cov1.2","Ht1.2","Cov1.3","Ht1.3","DIFN.all","ref","Date","LAI.53","DIFN.53","Years","Date2017","DataSheet2017","Map","Status","BasDia2017.mm.1","BasDia2017.mm.2","Notes2017","shrubarea3","shrubarea2","shrubarea1","siteclass","Y","X","file_lat","Aspect.rad","Slope.rad","Lat.rad","Aspect.rad.fold.NS","Aspect.rad.fold.NESW","incidrad","heatload","Ht2015.cm_spring_from2017","Ht2016.cm_spring_from2017","Ht2017.cm_spring_from2017","Ht2015.cm_spring","apical_growth_pred","Ht2015.calc2016","Ht2017.cm_spring","Ht2016.cm_spring","Year","VertGrowth_cm","Ht_cm1","FireYear","Ht_cm2","VertGrowth_Rel","sqrt_shrubarea3","sqrt_shrubarea2","sqrt_shrubarea1"
"275","ABCO","CLVD","CLVD-N",28,27,"N",1621,0,0,12,50,0.74,0.8,12,0.5,0.58,19,"forked top","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",252,0.615,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","CEPR",470,17.936170212766,880,28.8636363636364,1050,29.7142857142857,0.615,0,"20160727 06:13:51",0.54,0.699,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","5.3","5.4",NA,31200,25400,8430,"3",38.8551258388825,-120.414266099029,"CLVDN.csv",0.872664625997165,0.20943951023932,0.678149877165223,0.872664625997165,0.0872664625997164,0.864486710719031,0.829070572445729,20.3,21.6,25.2,20.3,6.77355396020189,19,25.2,21.6,"2017",1.8,25.2,1992,27,-2.63905732961526,176.635217326557,159.373774505092,91.8150314491042
"276","ABCO","CLVD","CLVD-N",14,14,"N",1621,0,0,26,18,0.56,1.29,5,0.38,0.4,10,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",244,0.315,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",290,87.5862068965517,670,90.7462686567164,910,98.1318681318681,0.315,0,"20160727 05:30:38",1.66,0.339,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","4","3.9",NA,89300,60800,25400,"3",38.8543671460254,-120.415065952322,"CLVDN.csv",0.314159265358979,0.453785605518526,0.678136635476856,0.314159265358979,0.471238898038469,0.649687957197958,0.66237621383994,11.9,12.2,13.7,11.9,7.03101786308554,10,13.7,12.2,"2017",0.3,13.7,1992,14,-3.82136863716001,298.831055949679,246.576560118759,159.373774505092
"277","PIPO","CLVD","CLVD-N",84,85,"N",1621,0,0,18,18,2.48,3.43,38,0.86,0.93,73,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",245,0.701,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",390,57.9487179487179,790,94.5569620253165,1150,107.739130434783,0.701,0,"20160727 05:38:09",0.36,0.804,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","23.7","25",NA,123900,74700,22600,"3",38.8543671460254,-120.415065952322,"CLVDN.csv",0.314159265358979,0.314159265358979,0.678136635476856,0.314159265358979,0.471238898038469,0.757775203569765,0.766719421180989,72.3,76.7,82.2,72.3,10.1064451048343,73,82.2,76.7,"2017",2.8,82.2,1992,85,-3.37953588488098,351.994318135961,273.313007374329,150.332963783729
"278","PIPO","CLVD","CLVD-N",98,99,"N",1621,0,0,18,18,2.7,3.93,66,1.16,1.36,82,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",246,0.734,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",200,78.5,540,96.2962962962963,820,114.634146341463,0.734,0,"20160727 05:42:01",0.31,0.813,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","24.3","26.5",NA,94000,52000,15700,"3",38.8543671460254,-120.415065952322,"CLVDN.csv",0.314159265358979,0.314159265358979,0.678136635476856,0.314159265358979,0.471238898038469,0.757775203569765,0.766719421180989,75.7,80.7,92.8,75.7,10.7353412665783,82,92.8,80.7,"2017",6.2,92.8,1992,99,-2.70589734774111,306.594194335118,228.035085019828,125.299640861417
"279","PIPO","CLVD","CLVD-N",115,110,"N",1621,0,0,22,347,3.12,11.11,21,1.35,1.41,92,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",247,0.342,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",390,125.384615384615,830,133.253012048193,1160,140.775862068966,0.342,0,"20160727 05:45:56",1.53,0.369,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","28.8","29.8","last year of growth died",163300,110600,48900,"3",38.8544504614759,-120.414917240696,"CLVDN.csv",6.05629250442032,0.383972435438752,0.678138089605785,0.226892802759263,1.01229096615671,0.700411948041402,0.780662152603243,87.2,95.5,107.6,87.2,19.7662901492219,92,107.6,95.5,"2017",2.4,107.6,1992,110,-3.80295191037378,404.103947023535,332.565782966318,221.13344387496
"280","PIPO","CLVD","CLVD-N",70,69,"N",1621,0,0,21,354,1.3,2.35,60,0.51,0.57,61,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",248,0.377,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",520,113.461538461538,900,119.444444444444,1190,117.81512605042,0.377,0,"20160727 05:50:19",1.4,0.399,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","12.3","13.7",NA,140200,107500,59000,"3",38.8544675865603,-120.414965894964,"CLVDN.csv",6.17846555205993,0.366519142918809,0.678138388494892,0.104719755119659,0.890117918517108,0.710578886260416,0.773661366140222,59.7,63.2,67.7,59.7,8.74802939546732,61,67.7,63.2,"2017",1.3,67.7,1992,69,-3.95272191545074,374.432904536981,327.8719262151,242.899156029822
"281","ABCO","CLVD","CLVD-N",23,26,"N",1621,0,0,19,348,0.68,4.15,3,0.39,0.55,13,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",249,0.182,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",420,102.380952380952,660,101.515151515152,920,111.739130434783,0.182,0,"20160727 05:54:53",2.58,0.195,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","5.8","5.9",NA,102800,67000,43000,"3",38.8544261455509,-120.414894067665,"CLVDN.csv",6.07374579694027,0.331612557878923,0.678137665212833,0.20943951023932,0.994837673636768,0.740416491614654,0.808444324949586,12.6,17.4,22.9,12.6,8.53376635746766,13,22.9,17.4,"2017",3.1,22.9,1992,26,-1.99973479906909,320.624390837628,258.843582110896,207.364413533277
"282","ABCO","CLVD","CLVD-N",50,52,"N",1621,0,0,22,67,1.09,8.29,10,0.66,0.77,35,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",250,0.35,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",500,96,800,105.375,1110,108.018018018018,0.35,0,"20160727 06:03:40",1.38,0.409,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","11.5","12","leader died in 2016",119900,84300,48000,"3",38.8545410424332,-120.414764390121,NA,1.1693705988362,0.383972435438752,0.67813967054173,1.1693705988362,0.383972435438753,0.805793181600715,0.708931074586829,36.2,45.9,50.3,36.2,10.7090736185663,35,50.3,45.9,"2017",1.7,50.3,1992,52,-3.38737682604352,346.265793863616,290.344622819159,219.089023002066
"283","ABCO","CLVD","CLVD-N",34,37,"N",1621,0,0,15,39,0.56,3.87,5,0.25,0.43,27,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",251,0.229,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","CECO",370,78.1081081081081,700,83,1060,89.1509433962264,0.229,0,"20160727 06:07:33",2.02,0.261,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","4.0999999999999996","4.5",NA,94500,58100,28900,"3",38.8546559393155,-120.414634712578,"CLVDN.csv",0.680678408277788,0.261799387799149,0.678141675870626,0.680678408277788,0.10471975511966,0.818007651395178,0.790889834143159,21.9,27.1,32.4,21.9,8.38664412724843,27,32.4,27.1,"2017",4.6,32.4,1992,37,-1.95210211930323,307.408522978788,241.039415863879,170
"284","ABCO","CLVD","CLVD-N",50,50,"N",1621,0,0,13,37,0.95,7.17,23,0.49,0.68,35,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",253,0.351,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",400,103.75,760,109.210526315789,1120,120.714285714286,0.351,0,"20160727 06:20:38",1.36,0.409,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","10.3","9.1",NA,135200,83000,41500,"3",38.8553307968684,-120.414337840842,"CLVDN.csv",0.645771823237902,0.226892802759263,0.678153454356906,0.645771823237902,0.139626340159547,0.837835521727403,0.817057491695206,34.5,42.4,48.5,34.5,10.1205846976893,35,48.5,42.4,"2017",1.5,48.5,1992,50,-3.47609868983527,367.695526217005,288.097205817759,203.715487874634
"285","PIPO","CLVD","CLVD-N",151,167,"N",1621,0,0,20,33,5.47,12.62,55,1.95,2.39,105,"","","","Data_Sheet_CLVD_N_JUL_26_2016(1)",0,0,"0",2016-07-26,9999-09-09,"0","VF HH",08:01:00,01:00:00,"1","NA","ARPA",340,62.9411764705882,680,78.5294117647059,970,98.9175257731959,0,0,NA,NA,NA,25,NA,"Shrubs_Summer17_Aug30_1231_done","Cleveland Lines - N","DONE","61.2","61.6",NA,95950,53400,21400,"3",38.855374053039,-120.414091524686,"CLVDN.csv",0.575958653158129,0.349065850398866,0.678154209319504,0.575958653158129,0.209439510239319,0.749955725227504,0.726962419040452,118.6,133.4,154,118.6,21.6655565576887,105,154,133.4,"2017",13,154,1992,167,-2.47200324495209,309.757970034671,231.084400165827,146.287388383278
"36","PIPO","AMRC","AMRC-NW",32,45,"NW",1598,739022,4298073,28,250,1.35,5.57,0,NA,NA,NA,"","","","Data_Sheet_AMRC_NW_JUN_21_4",31,0,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",0,0,50,30,140,23.5714285714286,0,0,"20160622 05:08:28",0,0,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","16.399999999999999","17.399999999999999",NA,3300,1500,0,"4",39.2336647344853,-120.648926449395,"AMR - Aerial - NW.csv",4.36332312998582,0.488692190558412,0.684756627240355,1.91986217719376,2.70526034059121,0.910792314452239,1.03848230939395,17.5,26.6,35.2,17.5,7.86780223175294,NA,35.2,26.6,"2017",9.8,35.2,2008,45,-1.27866369692753,57.4456264653803,38.7298334620742,0
"38","PIPO","AMRC","AMRC-NW",24,21,"NW",1598,739022,4298073,28,250,1.21,3.6,0,NA,NA,NA,"no main stem","log real nearby, but not within 0.5 m","","Data_Sheet_AMRC_NW_JUN_21_4",33,0.86,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",0,0,0,0,150,56.6666666666667,0.86,0,"20160622 05:12:37",0.1,0.936,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","12.8","12.1","leader died in 2014; shaped like an octopus",8500,0,0,"4",39.2336647344853,-120.648926449395,"AMR - Aerial - NW.csv",4.36332312998582,0.488692190558412,0.684756627240355,1.91986217719376,2.70526034059121,0.910792314452239,1.03848230939395,12.1,13.8,16.7,12.1,5.38995135448166,NA,16.7,13.8,"2017",4.3,16.7,2008,21,-1.35679369672319,92.1954445729289,0,0
"39","PIPO","AMRC","AMRC-NW",50,63,"NW",1598,739022,4298073,28,250,1.7,4.29,0,NA,NA,NA,"","","","Data_Sheet_AMRC_NW_JUN_21_4",34,0.714,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",0,0,70,90,250,97.2,0.714,0,"20160622 05:14:35",0.42,0.765,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","18.600000000000001","19.899999999999999",NA,24300,6300,0,"4",39.2336647344853,-120.648926449395,"AMR - Aerial - NW.csv",4.36332312998582,0.488692190558412,0.684756627240355,1.91986217719376,2.70526034059121,0.910792314452239,1.03848230939395,38.3,47.2,51.4,38.3,6.25782805768835,NA,51.4,47.2,"2017",11.6,51.4,2008,63,-1.4886330743488,155.884572681199,79.3725393319377,0
"40","PIPO","AMRC","AMRC-NW",22,26,"NW",1598,739022,4298073,28,250,0.68,2.81,0,NA,NA,NA,"","","","Data_Sheet_AMRC_NW_JUN_21_4",35,0.708,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",100,78,330,67.8787878787879,530,85.6603773584906,0.708,0,"20160622 05:16:30",0.43,0.756,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","6.8","6.8",NA,45400,22400,7800,"4",39.2336647344853,-120.648926449395,"AMR - Aerial - NW.csv",4.36332312998582,0.488692190558412,0.684756627240355,1.91986217719376,2.70526034059121,0.910792314452239,1.03848230939395,15.3,17.9,23.2,15.3,4.39629541892617,NA,23.2,17.9,"2017",2.8,23.2,2008,26,-2.11453286149111,213.072757526625,149.666295470958,88.3176086632785
"41","PIPO","AMRC","AMRC-NW",91,103,"NW",1598,739022,4298073,22,270,3.5,11.12,0,NA,NA,NA,"","","","Data_Sheet_AMRC_NW_JUN_21_4",36,0.369,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",40,60,240,62.9166666666667,580,64.1379310344828,0.369,0,"20160622 05:18:30",1.4,0.446,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","38.1","39.700000000000003",NA,37200,15100,2400,"4",39.2336346334886,-120.648767398053,"AMR - Aerial - NW.csv",4.71238898038469,0.383972435438752,0.684756101878855,1.5707963267949,2.35619449019234,0.872844072107431,1.00051953982355,62.3,73.8,90.4,62.3,14.8485496271111,NA,90.4,73.8,"2017",12.6,90.4,2008,103,-1.9705474534407,192.873015219859,122.882057274445,48.9897948556636
"42","PIPO","AMRC","AMRC-NW",42,51,"NW",1598,739022,4298073,22,270,1.09,10.5,0,NA,NA,NA,"","leaf near lens on last measurement","","Data_Sheet_AMRC_NW_JUN_21_5",37,0.093,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",250,66.4,510,71.3725490196078,840,72.1428571428571,0.093,0,"20160622 05:20:30",3.4,0.106,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","11","10.8",NA,60600,36400,16600,"4",39.2336671929998,-120.648750602557,NA,4.71238898038469,0.383972435438752,0.684756670149529,1.5707963267949,2.35619449019234,0.872843770522635,1.00051923823876,16.4,26.3,39.3,16.4,14.0687183865486,NA,39.3,26.3,"2017",11.7,39.3,2008,51,-1.2116356770715,246.170672501823,190.787840283389,128.840987267251
"43","PIPO","AMRC","AMRC-NW",12,15,"NW",1598,739022,4298073,6,287,0.53,3.59,0,NA,NA,NA,"","","","Data_Sheet_AMRC_NW_JUN_21_5",38,0.559,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",20,50,120,75,260,77.6923076923077,0.559,0,"20160622 05:23:41",0.8,0.624,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","5.3","5.4",NA,20200,9000,1000,"4",39.2336997525111,-120.648733807062,"AMR - Aerial - NW.csv",5.00909495322373,0.10471975511966,0.684757238420203,1.27409035395586,2.05948851735331,0.933737606229743,0.972121341723422,4.7,8.1,11.5,4.7,5.37737343124678,NA,11.5,8.1,"2017",3.5,11.5,2008,15,-1.18958406687384,142.126704035519,94.8683298050514,31.6227766016838
"44","PIPO","AMRC","AMRC-NW",18,20,"NW",1598,739022,4298073,22,22,0.59,2.19,0,NA,NA,NA,"","","","Data_Sheet_AMRC_NW_JUN_21_5",39,0.871,"0",2016-06-21,9999-09-09,"0","CT vf",08:38:00,01:00:00,"0","NA","LIDE",30,60,140,59.2857142857143,360,48.6111111111111,0.871,0,"20160622 05:26:26",0.15,0.903,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","6.6","6.6",NA,17500,8300,1800,"4",39.2337334881075,-120.648350943962,"AMR - Aerial - NW.csv",0.383972435438752,0.383972435438752,0.684757827217435,0.383972435438753,0.401425727958696,0.70543048917832,0.706636452144366,10.8,13,17.2,10.8,3.61646417836363,NA,17.2,13,"2017",2.8,17.2,2008,20,-1.81528996663825,132.28756555323,91.104335791443,42.4264068711929
