"COMP","DATE","TIME","SEEDLING","SPECIES","HEIGHT","dia/ht","DEAD_ALIVE","BAS_DIA_1_mm","BAS_DIA_2_mm","LAST_YR_GR_cm","MINUS_1_GR_cm","MINUS_2_GR_cm","PERC_NEEDLES","NEEDLE_COLOR","BLACK DOTS","BARK","BUDS","Growing?","SUPPRESSED","NOTES","got it","MECH_DAMAGE","PATH_DAMAGE","Practice","Tops cut?","photo checked in lab?","thrown_out","Notes","Cut_at_bottom","DEAD","BAS_DIA_AVE","PAIR","exclude_reason","mateless","ht1","ht2","ht3","ht4","gr1","gr2","gr3","death_year","gr_rel_ave","log10_gr_rel_ave","log_gr_rel_ave"
180,2017-08-14,"0.6694444444444444","16","ABCO",20,0.25,"DEAD",5,5,1.4,3.4,2.5,"100","greenish",NA,"intact","intact","early 2017 growth",NA,NA,NA,NA,"0",NA,"1","1","0",NA,NA,"1",5,"16",NA,0,20,18.6,15.2,12.7,0.075268817204301,0.223684210526316,0.196850393700787,2017,0.165267807143801,-0.781811735305907,-1.80018804724319
180,2017-08-15,"0.40694444444444444","18","ABCO",19.6,0.219387755102041,"DEAD",4.2,4.3,3.6,4.4,2.5,"99","red",NA,"intact","intact","after 2017 growth","YES","photo on CT phone","x",NA,"0",NA,"1","1","0",NA,NA,"1",4.25,"18",NA,0,19.6,16,11.6,9.1,0.225,0.379310344827586,0.274725274725275,2016,0.302155172413793,-0.519769966924241,-1.19681457762577
180,2017-08-15,"0.42291666666666666","19","PIPO",25,0.156,"DEAD",4.6,3.9,4.5,6.3,2.6,"60","brown",NA,"intact","none","mid 2017 growth","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",4.25,"19",NA,0,25,20.5,14.2,11.6,0.219512195121951,0.443661971830986,0.224137931034483,2016,0.331587083476469,-0.479402395142724,-1.10386480860128
180,2017-08-15,"0.43402777777777779","20","PIPO",19,0.189473684210526,"DEAD",4,3.6,2.4,3.7,2,"95","brown and light green",NA,"flaking over 5%","intact","mid 2017 growth","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",3.8,"20",NA,0,19,16.6,12.9,10.9,0.144578313253012,0.286821705426356,0.18348623853211,2017,0.204962085737159,-0.688326468105194,-1.58493026457226
180,2017-08-15,"0.45486111111111116","21","PIPO",78,0.133333333333333,"DEAD",10.4,10.4,18.7,18,14,"30","brown",NA,"intact","not intact","Yes","YES","mid 2016 or mid 2017","x",0,"0",NA,"1","1","0",NA,NA,"1",10.4,"21",NA,0,78,59.3,41.3,27.3,0.315345699831366,0.435835351089588,0.512820512820513,2016,0.375590525460477,-0.425285371656543,-0.979255757044789
180,2017-08-17,"0.52986111111111112","25","PIPO",80,0.19,"DEAD",14.6,15.2,7,8.4,11.8,"40","light brown","partial","intact","intact","NOT GROWING","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",14.9,"25",NA,0,80,73,64.6,52.8,0.0958904109589041,0.130030959752322,0.223484848484848,2016,0.112960685355613,-0.94707268133071,-2.18071543801399
180,2017-08-14,"0.6875","26","PIPO",34,0,"DEAD",NA,NA,4.5,6.9,6.7,"90",NA,NA,"intact","intact, barely open","no",NA,NA,NA,NA,"0",NA,NA,"1","0",NA,NA,"1",NA,"26",NA,0,34,29.5,22.6,15.9,0.152542372881356,0.305309734513274,0.421383647798742,2016,0.228926053697315,-0.640304778172625,-1.47435623719315
180,2017-08-15,"0.11597222222222223","29","ABCO",63,0.119047619047619,"DEAD",9,7.5,7.6,9.3,16.3,"80","red",NA,"intact","intact","NO","YES","maybe died after 2017 growth","x",NA,"0",NA,"1","1","0",NA,NA,"1",8.25,"29",NA,0,63,55.4,46.1,29.8,0.137184115523466,0.201735357917571,0.546979865771812,2016,0.169459736720518,-0.770933472666035,-1.77513992185095
180,2017-08-15,"0.62430555555555556","30","ABCO",117,0.139316239316239,"DEAD",16.5,16.3,20.2,20.3,19,"25","green, tan, red",NA,"bark","intact","Yes","YES","died maybe early 2017 growth","x",NA,"0",NA,NA,"1","0",NA,NA,"1",16.4,"30",NA,0,117,96.8,76.5,57.5,0.208677685950413,0.265359477124183,0.330434782608696,2017,0.268157315227764,-0.57161035115395,-1.31618147356818
180,2017-08-15,"0.60277777777777775","31","ABCO",89,0.159550561797753,"DEAD",14.8,14.2,5.9,17.7,19.5,"2","gray brown",NA,"peeling on 15%","intact","before 2017 growth","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",14.5,"31",NA,0,89,83.1,65.4,45.9,0.0709987966305657,0.270642201834862,0.42483660130719,2015,0.0709987966305657,-1.14874901214197,-2.64509235094973
180,2017-08-15,"0.11805555555555555","32","ABCO",91,0.118681318681319,"DEAD",11.1,10.8,10.8,15.4,13.8,"80","light green","0","intact","intact","after 2017 growth","YES",NA,"x",0,"0",NA,"1","1","0",NA,NA,"1",10.95,"32",NA,0,91,80.2,64.8,51,0.134663341645885,0.237654320987654,0.270588235294118,2017,0.214301965975886,-0.668973844783825,-1.54036920260215
180,2017-08-15,"0.12708333333333333","33","ABCO",29,0.186206896551724,"DEAD",5.6,5.4,2.9,3.4,4.4,"90","red",NA,"intact","intact","before 2017 growth","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",5.5,"33",NA,0,29,26.1,22.7,18.3,0.111111111111111,0.149779735682819,0.240437158469945,2016,0.130445423396965,-0.884571153269857,-2.03680035121172
180,2017-08-23,"0.64236111111111105","36","ABCO",20,0.09,"DEAD",1.9,1.8,3.5,3.2,3.9,"90","red","no","intact","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",1.85,"36",NA,0,20,16.5,13.3,9.4,0.212121212121212,0.240601503759398,0.414893617021277,2016,0.226361357940305,-0.645197709399139,-1.48562262769636
180,2017-08-23,"0.64513888888888882","37","ABCO",38,0.165789473684211,"DEAD",6,6.3,6,5.2,7.3,"1","gray","yes","cracking over 100%","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",6.15,"37",NA,0,38,32,26.8,19.5,0.1875,0.194029850746269,0.374358974358974,2015,0.1875,-0.726998727936262,-1.67397643357167
180,2017-08-23,"0.65069444444444446","39","PIPO",72,0.158333333333333,"DEAD",12.3,11.4,2.2,2.4,5.3,"80","tan","yes","intact","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",11.85,"39",NA,0,72,69.8,67.4,62.1,0.0315186246418339,0.0356083086053413,0.0853462157809984,2016,0.0335634666235876,-1.47413318915019,-3.39431710642499
180,2017-08-17,"0.57986111111111105","41","ABCO",40,0.2175,"DEAD",8.7,8.7,2.8,3.5,2.6,"95","red","NO","intact","intact","NOT GROWING","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",8.7,"41",NA,0,40,37.2,33.7,31.1,0.075268817204301,0.103857566765579,0.0836012861736335,2017,0.0875758900478377,-1.05761544018326,-2.43524954668631
180,2017-08-15,"5.9722222222222218E-2","42","PIPO",126,0.136507936507936,"DEAD",16.8,17.2,16.7,17,4.7,"20","grayish brown",NA,"intact","none","yes","YES",NA,"x",0,"0","0","1","1","0",NA,NA,"1",17,"42",NA,0,126,109.3,92.3,87.6,0.152790484903934,0.184182015167931,0.0536529680365297,2015,0.152790484903934,-0.815903690802119,-1.87868767575978
180,2017-08-23,"0.63750000000000007","47","ABCO",14,0.171428571428571,"DEAD",2.3,2.4,4.2,0.9,4.8,"95","red","no","intact","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",2.35,"47",NA,0,14,9.8,8.9,4.1,0.428571428571428,0.101123595505618,1.17073170731707,2016,0.264847512038523,-0.577004102445263,-1.32860104488687
180,2017-08-17,"0.61944444444444446","48","PIPO",67,0.113432835820896,"DEAD",7,7.6,11.6,8.3,13.6,"2","tan","YES","not intact","intact","NO","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",7.3,"48",NA,0,67,55.4,47.1,33.5,0.209386281588448,0.176220806794055,0.405970149253731,2015,0.209386281588448,-0.679051775501511,-1.56357449564092
180,2017-08-17,"0.61250000000000004","49","PIPO",108,0.127777777777778,"DEAD",12.1,13.8,4.7,12.2,2.6,"90","light green to tan","YES","intact","intact","Yes","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",12.95,"49",NA,0,108,103.3,91.1,88.5,0.0454985479186835,0.133918770581778,0.0293785310734463,2017,0.069598616524636,-1.15739939317231,-2.66501058935892
180,2017-08-17,"0.62013888888888891","50","PIPO",112,0.111607142857143,"DEAD",11.9,12.5,6.3,7.9,13.5,"99","light green","NO","intact","intact","NOT GROWING","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",12.2,"50",NA,0,112,105.7,97.8,84.3,0.0596026490066225,0.0807770961145195,0.160142348754448,2017,0.100174031291863,-0.999244848612082,-2.30084629266527
180,2017-08-23,"0.55902777777777779","51","ABCO",17,0.123529411764706,"DEAD",2.2,2.1,2.9,2.6,2.1,"80","red","no","intact","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",2.15,"51",NA,0,17,14.1,11.5,9.4,0.205673758865248,0.226086956521739,0.223404255319149,2017,0.218388323568712,-0.660770585496781,-1.52148050005383
180,2017-08-23,"0.56319444444444444","52","ABCO",18,0.155555555555556,"DEAD",2.8,2.8,2.1,4.3,3,"90","red to light green","no","intact","intact","yes","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",2.8,"52",NA,0,18,15.9,11.6,8.6,0.132075471698113,0.370689655172414,0.348837209302326,2017,0.283867445390951,-0.546884410565887,-1.25924789135985
180,2017-08-23,"0.57430555555555551","55","ABCO",50,0.174,"DEAD",9.3,8.7,1.2,4.9,4.6,"99","tan to light green","partial","intact","intact","yes","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",9,"55",NA,0,50,48.8,43.9,39.3,0.0245901639344263,0.111617312072893,0.11704834605598,2017,0.084418607354433,-1.07356181663641,-2.47196743539459
180,2017-08-23,"0.34930555555555554","56","ABCO",88,0.1625,"DEAD",13,14.3,13.4,11.6,9.4,"90","red","no","intact","intact","no","yes",NA,"y",NA,"0","0","1",NA,"0",NA,NA,"1",13.65,"56",NA,0,88,74.6,63,53.6,0.179624664879357,0.184126984126984,0.175373134328358,2016,0.18187582450317,-0.740225024865258,-1.70443110771589
180,2017-08-23,"0.3444444444444445","57","PIPO",101,0.223762376237624,"DEAD",24.1,22.6,15.8,15.3,14.3,"20","tan","yes","intact","missing","no","yes",NA,"y",NA,"0","0","1","1","0",NA,NA,"1",23.35,"57",NA,0,101,85.2,69.9,55.6,0.185446009389671,0.218884120171674,0.257194244604316,2015,0.185446009389671,-0.731782507812278,-1.68499149380235
180,2017-08-23,"0.43541666666666662","60","PIPO",68,0.132352941176471,"DEAD",9.3,9,2.6,4.9,10.2,"80","tan","yes","intact","intact","yes","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",9.15,"60",NA,0,68,65.4,60.5,50.3,0.0397553516819571,0.0809917355371901,0.202783300198807,2016,0.0603735436095736,-1.21915333259579,-2.80720428970907
180,2017-08-23,"0.4381944444444445","61","PIPO",31,0.151612903225806,"DEAD",4.8,4.7,0.9,1.4,6,"70","tan","yes","intact","intact","yes","yes",NA,"y",NA,"0",NA,NA,NA,"0",NA,NA,"1",4.75,"61",NA,0,31,30.1,28.7,22.7,0.0299003322259136,0.048780487804878,0.26431718061674,2016,0.0393404100153958,-1.40516111806956,-3.23550304372181
180,2017-08-23,"0.44097222222222227","62","ABCO",99,0.153535353535354,"DEAD",14.8,15.2,5.6,14.1,14.2,"95","red","no","intact","intact","yes","yes","some beetle evidence","y",0,"unkn","?","1","1","0",NA,NA,"1",15,"62",NA,0,99,93.4,79.3,65.1,0.0599571734475374,0.17780580075662,0.218125960061444,2017,0.151962978088534,-0.818262203964754,-1.8841183530097
180,2017-08-15,"0.31597222222222227","63","PIPO",40,0.1525,"DEAD",6.1,6.1,1.7,2.2,5.5,"90","brown",NA,"intact","intact","mid 2017 growth","YES","late 2017 growth maybe","x",NA,"0",NA,"1","1","0",NA,NA,"1",6.1,"63",NA,0,40,38.3,36.1,30.6,0.0443864229765014,0.0609418282548477,0.179738562091503,2016,0.0526641256156746,-1.27848512202563,-2.94382078359089
180,2017-08-15,"0.32986111111111116","64","PIPO",86,0.180232558139535,"DEAD",15.2,15.5,21,19.5,11.6,"80","brown",NA,"intact","intact","Yes","YES","maybe died early in 2017 growing season","x",0,"0",NA,"1","1","0",NA,NA,"1",15.35,"64",NA,0,86,65,45.5,33.9,0.323076923076923,0.428571428571429,0.342182890855457,2016,0.375824175824176,-0.425015286264959,-0.978633862448291
180,2017-08-15,"0.38263888888888886","66","ABCO",83,0.226506024096386,"DEAD",18.1,18.8,9.2,12.6,10,"50","brown","some seen in Jan 2018","intact","intact","No","YES","probably died before 2017 growth","x",NA,"0",NA,"1","1","0",NA,NA,"1",18.45,"66",NA,0,83,73.8,61.2,51.2,0.124661246612466,0.205882352941177,0.1953125,2015,0.124661246612466,-0.904268534477486,-2.08215524755143
180,2017-08-15,"0.38333333333333336","67","PIPO",27,0.181481481481481,"DEAD",5.2,4.9,2.2,5.4,9.1,"40","brown",NA,"intact","none","mid 2017 or mid 2016","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",5.05,"67",NA,0,27,24.8,19.4,10.3,0.0887096774193548,0.278350515463918,0.883495145631068,2015,0.0887096774193548,-1.05202900000401,-2.42238629280667
180,2017-08-15,"0.40069444444444446","68","ABCO",89,0.203370786516854,"DEAD",18,18.1,0.9,4.4,5.7,"95","reddish brown",NA,"intact","intact","Yes","YES","mid 2017 growth","x",NA,"0",NA,"1","1","0",NA,NA,"1",18.05,"68",NA,0,89,88.1,83.7,78,0.0102156640181612,0.0525686977299881,0.0730769230769231,2016,0.0313921808740747,-1.50317851199426,-3.46119643382696
180,2017-08-15,"0.40902777777777777","70","PIPO",23,0.21304347826087,"DEAD",5.3,4.9,4.7,4.6,3.8,"0","unk",NA,"cracking 20%","only one intact","before 2017 growth","YES","photo on CT phone","x",NA,"0",NA,"1","1","0",NA,NA,"1",5.1,"70",NA,0,23,18.3,13.7,9.9,0.256830601092896,0.335766423357664,0.383838383838384,2015,0.256830601092896,-0.590353231794712,-1.35933855113136
180,2017-08-15,"0.4291666666666667","71","PIPO",26,0.192307692307692,"DEAD",5.7,5,6.7,4.6,5.8,"99","reddish brown",NA,"intact","intact","after 2017 growth","NO",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",5.35,"71",NA,0,26,19.3,14.7,8.9,0.347150259067357,0.312925170068027,0.651685393258427,2016,0.330037714567692,-0.481436428931978,-1.10854834448306
180,2017-08-15,"0.4375","72","PIPO",29,0.224137931034483,"DEAD",6.7,6.5,1.8,4,5.8,"85","greyish brown",NA,"flaking 2%","partial","mid 2017 or mid 2016",NA,NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",6.6,"72",NA,0,29,27.2,23.2,17.4,0.0661764705882353,0.172413793103448,0.333333333333333,2016,0.119295131845842,-0.923377278505898,-2.12615475669709
180,2017-08-15,"0.44236111111111115","73","PIPO",96,0.110416666666667,"DEAD",10.5,10.6,3.2,9.4,13.6,"60","brown",NA,"intact","intact","NO","NO","probs died after 2017 growth","x",NA,"0",NA,NA,"1","0",NA,NA,"1",10.55,"73",NA,0,96,92.8,83.4,69.8,0.0344827586206897,0.112709832134293,0.194842406876791,2016,0.0735962953774912,-1.1331440462278,-2.60916058905909
180,2017-08-15,"0.46388888888888885","74","PIPO",57,0.133333333333333,"DEAD",7.5,7.6,11.6,21.4,14,"0.1","gray",NA,"cracking over 5%","gone","end of 2016","YES","flagging in photo says 73 but def 74","x",NA,"0",NA,"1","1","0","these vertical growth rates and height are real! Just a very etoliated seedling",NA,"1",7.55,"74",NA,0,57,45.4,24,10,0.255506607929515,0.891666666666667,1.4,2015,0.255506607929515,-0.592597863630185,-1.36450700693498
180,2017-08-15,"0.44791666666666669","75","PIPO",125,0.0848,"DEAD",10.6,10.6,10.2,10.8,23,"90","yellowish brown","no","intact","intact","N","YES","probably died after 2017 growt","x",0,"0","0","1","1","0",NA,NA,"1",10.6,"75",NA,0,125,114.8,104,81,0.0888501742160279,0.103846153846154,0.283950617283951,2016,0.0963481640310909,-1.01615655665734,-2.33978693950735
180,2017-08-15,"0.11388888888888889","77","ABCO",62,0.0967741935483871,"DEAD",5.8,6,6.4,5.6,6.4,"95","reddish brown",NA,"intact","intact","no","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",5.9,"77",NA,0,62,55.6,50,43.6,0.115107913669065,0.112,0.146788990825688,2016,0.113553956834532,-0.94479772800996,-2.17547716441038
180,2017-08-15,"0.11180555555555555","78","ABCO",50,0.138,"DEAD",6.4,6.9,6,3.3,5.6,"98","reddish tan",NA,"intact","intact","after 2017 growth","YES",NA,"x",NA,"0",NA,NA,NA,"0",NA,NA,"1",6.65,"78",NA,0,50,44,40.7,35.1,0.136363636363636,0.081081081081081,0.15954415954416,2016,0.108722358722359,-0.963681134191376,-2.21895781398866
180,2017-08-15,"0.11458333333333333","79","ABCO",41,0.114634146341463,"DEAD",4,4.7,7,7.4,3.5,"1","gray brown",NA,"peeling on 1%","intact","before 2017 growth","YES",NA,"x",NA,"0",NA,"1","1","0",NA,NA,"1",4.35,"79",NA,0,41,34,26.6,23.1,0.205882352941176,0.278195488721804,0.151515151515152,2015,0.205882352941176,-0.686380877027998,-1.58045037556085
180,2017-08-15,"0.10694444444444444","80","ABCO",50,0.11,"DEAD",5.9,5.5,8.2,7.7,4.4,"1","gray brown",NA,"intact","intact","before 2017 growth","YES",NA,"x",NA,"0",NA,NA,"1","0",NA,NA,"1",5.7,"80",NA,0,50,41.8,34.1,29.7,0.196172248803828,0.225806451612903,0.148148148148148,2015,0.196172248803828,-0.707362429391318,-1.6287621852605
180,2017-08-21,"0.78749999999999998","85","PIPO",34,0.129411764705882,"DEAD",4.8,4.4,1,2.2,7.3,"90","tan","partial","intact","intact","yes","Y",NA,NA,NA,"0",NA,"1","1","0",NA,NA,"1",4.6,"85",NA,0,34,33,30.8,23.5,0.0303030303030303,0.0714285714285714,0.31063829787234,2017,0.137456633201314,-0.861834297703242,-1.98444680652248
180,2017-08-21,"0.73541666666666661","91","ABCO",20,0.07,"DEAD",1.5,1.4,2,4,1.7,"95","red","no","intact","intact","no","Y",NA,NA,NA,"0",NA,"1","photo missing","0",NA,NA,"1",1.45,"91",NA,0,20,18,14,12.3,0.111111111111111,0.285714285714286,0.138211382113821,2016,0.198412698412698,-0.702430536445525,-1.61740608208328
180,2017-08-23,NA,"93","ABCO",13,0.184615384615385,"DEAD",2.3,2.4,0.9,1.9,3.9,"99","red","no","intact","intact","yes","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",2.35,"93",NA,0,13,12.1,10.2,6.3,0.0743801652892562,0.186274509803922,0.619047619047619,2017,0.293234098046932,-0.532785530168012,-1.22678401952779
180,2017-08-16,"0.6381944444444444","96","ABCO",19,0.205263157894737,"DEAD",3.5,3.9,4.9,3.9,2,"80","red",NA,"intact","intact","after 2017 growth","YES","some data in Diana Wahl notebook","1",NA,"0",NA,"1","1","0",NA,NA,"1",3.7,"96",NA,0,19,14.1,10.2,8.2,0.347517730496454,0.382352941176471,0.24390243902439,2016,0.364935335836462,-0.43778408287871,-1.00803510318659
180,2017-08-23,NA,"97","ABCO",17,0.152941176470588,"DEAD",2.7,2.6,3.2,1.5,2,"90","red","no","cracking on bottom 3cm","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",2.65,"97",NA,0,17,13.8,12.3,10.3,0.231884057971014,0.121951219512195,0.194174757281553,2016,0.176917638741605,-0.752228865641653,-1.73207097254629
180,2017-08-17,"0.56944444444444442","99","PIPO",32,0.203125,"DEAD",6.6,6.5,2,1.8,3.7,"30","light brown","YES","intact","partial","GROWING","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",6.55,"99",NA,0,32,30,28.2,24.5,0.0666666666666667,0.0638297872340426,0.151020408163265,2015,0.0666666666666667,-1.17609125905568,-2.70805020110221
180,2017-08-23,"0.56805555555555554","100","ABCO",24,0.166666666666667,"DEAD",4,4,5,5.7,3.5,"90","red to light green","no","small crack","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",4,"100",NA,0,24,19,13.3,9.8,0.263157894736842,0.428571428571428,0.357142857142857,2017,0.349624060150376,-0.456398688077132,-1.05089681562844
180,2017-08-17,NA,"101","ABCO",47,0.146808510638298,"DEAD",7,6.9,3.6,7.1,3.8,"90","red","NO","intact","none","GROWING","YES",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",6.95,"101",NA,0,47,43.4,36.3,32.5,0.0829493087557604,0.195592286501377,0.116923076923077,2017,0.131821557393405,-0.880013561734183,-2.02630610888172
180,2017-08-23,"0.57847222222222217","102","ABCO",28,0.121428571428571,"DEAD",3.7,3.4,5.2,4.7,1.3,"90","red","partial","small cracks","intact","no","yes",NA,"y",NA,"0",NA,"1","1","0",NA,NA,"1",3.55,"102",NA,0,28,22.8,18.1,16.8,0.228070175438596,0.259668508287293,0.0773809523809524,2016,0.243869341862945,-0.612842793768445,-1.41112268128004
180,2017-08-16,"0.625","106","PIPO",67,0.150746268656716,"DEAD",10,10.1,4.4,4.8,8.1,"20","orangish to grayish brown",NA,"intact","intact","before 2017","YES","some data in Diana Wahl notebook","1",NA,"0",NA,NA,"1","0",NA,NA,"1",10.05,"106",NA,0,67,62.6,57.8,49.7,0.0702875399361022,0.0830449826989619,0.162977867203219,2015,0.0702875399361022,-1.15312165672424,-2.65516073718184
180,2017-08-16,"0.61944444444444446","107","PIPO",54,0.194444444444444,"DEAD",10.5,10.5,3.4,8.6,10.3,"5","orangish to grayish brown",NA,"intact","burst","mid 2017 or 2016","YES","some data in Diana Wahl notebook","1",NA,"0",NA,"1","1","0",NA,NA,"1",10.5,"107",NA,0,54,50.6,42,31.7,0.067193675889328,0.204761904761905,0.324921135646688,2015,0.067193675889328,-1.17267159979754,-2.7001761446713
180,2017-08-16,"0.60972222222222228","109","PIPO",30,0.233333333333333,"DEAD",6.1,7,2,5,6.8,"50","greyish brown",NA,"intact","intact","mid 2017 or 2016","YES","some data in Diana Wahl notebook","1",NA,"0",NA,"1","1","0","mislabeled as 9 originally",NA,"1",6.55,"109",NA,0,30,28,23,16.2,0.0714285714285714,0.217391304347826,0.419753086419753,2016,0.144409937888199,-0.840402918805877,-1.9350992329511
180,2017-08-16,"0.60555555555555562","110","PIPO",29,0.193103448275862,"DEAD",5.7,5.6,0.8,1.8,2.5,"50","orange",NA,"intact","intact","after 2017 growth","YES","some data in Diana Wahl notebook","1",NA,"0",NA,"1","1","0","photo mislabeled as 10",NA,"1",5.65,"110",NA,0,29,28.2,26.4,23.9,0.0283687943262412,0.0681818181818182,0.104602510460251,2015,0.0283687943262412,-1.54715912132742,-3.56246552925828
